country,Year,biomass_relative_to
Spurdog Northeast Atlantic,1909,1.700.252
Yellowtail rockfish Northern Pacific Coast,1909,0
American lobster Lobster Fishing Area 34,1910,0
American lobster Lobster Fishing Areas 35-38,1910,0
American lobster Southern Gulf of St. Lawrence,1910,0
Atlantic halibut Gulf of Maine / Georges Bank,1910,76.531
Black rockfish Oregon Coast,1910,2.491.784
Canary rockfish Pacific Coast,1910,2.499.666
Chilipepper Southern Pacific Coast,1910,2.386.525
China rockfish Central Pacific Coast,1910,2.503.846
China rockfish Northern Pacific Coast,1910,2.5
China rockfish Southern Pacific Coast,1910,2.451.128
Common sole ICES 7bc,1910,0
Cowcod Southern California,1910,233.871
Dover sole Pacific Coast,1910,4.108.463
Dredge oyster Foveax Strait,1910,2.48
English sole Pacific Coast,1910,5.332.516
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1910,0
European plaice ICES 7bc,1910,0
King mackerel Southern Atlantic coast,1910,4.641.598
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1910,2.384.078
New Zealand snapper New Zealand SNA 1 east Northland,1910,2.411.621
Orange roughy New Zealand Mid East Coast,1910,2.875.188
Pacific halibut North Pacific,1910,0
Petrale sole Pacific Coast,1910,3.799.737
Red snapper Gulf of Mexico,1910,1.585.938
Rex sole Pacific Coast,1910,0
Sablefish Pacific Coast,1910,2.373.483
Sharpchin rockfish Pacific Coast,1910,0
Shortspine thornyhead Pacific Coast,1910,2.503.096
Spanish mackerel Gulf of Mexico,1910,3.752.781
Splitnose rockfish Pacific Coast,1910,3.106.796
Spurdog Northeast Atlantic,1910,1.700.252
West coast rock lobster South Africa Area 7,1910,0
West coast rock lobster South Africa Area 8,1910,0
West coast rock lobster South Africa Areas 1-2,1910,0
West coast rock lobster South Africa Areas 3-4,1910,0
West coast rock lobster South Africa Areas 5-6,1910,0
Yellowtail rockfish Northern Pacific Coast,1910,0
American lobster Lobster Fishing Area 34,1911,0
American lobster Lobster Fishing Areas 35-38,1911,0
American lobster Southern Gulf of St. Lawrence,1911,0
Atlantic cod NAFO Subarea 1 (inshore),1911,0
Atlantic halibut Gulf of Maine / Georges Bank,1911,79.592
Black rockfish Oregon Coast,1911,2.491.784
Canary rockfish Pacific Coast,1911,2.499.666
Chilipepper Southern Pacific Coast,1911,2.379.433
China rockfish Central Pacific Coast,1911,2.503.846
China rockfish Northern Pacific Coast,1911,2.5
China rockfish Southern Pacific Coast,1911,243.985
Common sole ICES 7bc,1911,0
Cowcod Southern California,1911,2.306.452
Dover sole Pacific Coast,1911,4.108.463
Dredge oyster Foveax Strait,1911,2.47
English sole Pacific Coast,1911,5.301.869
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1911,0
European plaice ICES 7bc,1911,0
King mackerel Southern Atlantic coast,1911,4.629.847
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1911,2.367.749
New Zealand snapper New Zealand SNA 1 east Northland,1911,240.112
Orange roughy New Zealand Challenger Plateau,1911,0
Orange roughy New Zealand Mid East Coast,1911,2.878.195
Orange roughy Northwest Chatham Rise,1911,0
Pacific halibut North Pacific,1911,0
Petrale sole Pacific Coast,1911,3.799.737
Red snapper Gulf of Mexico,1911,1.578.125
Rex sole Pacific Coast,1911,0
Sablefish Pacific Coast,1911,2.356.886
Sharpchin rockfish Pacific Coast,1911,0
Shortspine thornyhead Pacific Coast,1911,2.503.096
Spanish mackerel Gulf of Mexico,1911,3.743.109
Splitnose rockfish Pacific Coast,1911,3.106.796
Spurdog Northeast Atlantic,1911,1.700.252
West coast rock lobster South Africa Area 7,1911,0
West coast rock lobster South Africa Area 8,1911,0
West coast rock lobster South Africa Areas 1-2,1911,0
West coast rock lobster South Africa Areas 3-4,1911,0
West coast rock lobster South Africa Areas 5-6,1911,0
Yellowtail rockfish Northern Pacific Coast,1911,0
Acadian redfish Gulf of Maine / Georges Bank,1912,0
American lobster Lobster Fishing Area 34,1912,0
American lobster Lobster Fishing Areas 35-38,1912,0
American lobster Southern Gulf of St. Lawrence,1912,0
Atlantic cod NAFO Subarea 1 (inshore),1912,0
Atlantic halibut Gulf of Maine / Georges Bank,1912,81.429
Black rockfish Oregon Coast,1912,2.491.784
Canary rockfish Pacific Coast,1912,2.499.666
Chilipepper Southern Pacific Coast,1912,2.368.794
China rockfish Central Pacific Coast,1912,2.503.846
China rockfish Northern Pacific Coast,1912,2.5
China rockfish Southern Pacific Coast,1912,2.428.571
Common sole ICES 7bc,1912,0
Cowcod Southern California,1912,2.274.194
Dover sole Pacific Coast,1912,4.108.463
Dredge oyster Foveax Strait,1912,2.47
English sole Pacific Coast,1912,5.255.899
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1912,0
European plaice ICES 7bc,1912,0
King mackerel Southern Atlantic coast,1912,4.618.096
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1912,2.359.584
New Zealand snapper New Zealand SNA 1 east Northland,1912,239.412
Orange roughy New Zealand Challenger Plateau,1912,0
Orange roughy New Zealand Mid East Coast,1912,2.881.203
Orange roughy Northwest Chatham Rise,1912,0
Pacific halibut North Pacific,1912,0
Petrale sole Pacific Coast,1912,3.787.788
Red snapper Gulf of Mexico,1912,1.585.938
Rex sole Pacific Coast,1912,0
Sablefish Pacific Coast,1912,2.356.886
Sharpchin rockfish Pacific Coast,1912,0
Shortspine thornyhead Pacific Coast,1912,2.503.096
Spanish mackerel Gulf of Mexico,1912,3.733.437
Splitnose rockfish Pacific Coast,1912,3.106.796
Spurdog Northeast Atlantic,1912,1.700.252
West coast rock lobster South Africa Area 7,1912,0
West coast rock lobster South Africa Area 8,1912,0
West coast rock lobster South Africa Areas 1-2,1912,0
West coast rock lobster South Africa Areas 3-4,1912,0
West coast rock lobster South Africa Areas 5-6,1912,0
Yellowtail rockfish Northern Pacific Coast,1912,0
Acadian redfish Gulf of Maine / Georges Bank,1913,2.347.819
American lobster Lobster Fishing Area 34,1913,0
American lobster Lobster Fishing Areas 35-38,1913,0
American lobster Southern Gulf of St. Lawrence,1913,0
Atlantic cod NAFO Subarea 1 (inshore),1913,0
Atlantic halibut Gulf of Maine / Georges Bank,1913,81.837
Black rockfish Oregon Coast,1913,2.491.784
Canary rockfish Pacific Coast,1913,2.499.666
Chilipepper Southern Pacific Coast,1913,2.358.156
China rockfish Central Pacific Coast,1913,2.503.846
China rockfish Northern Pacific Coast,1913,2.5
China rockfish Southern Pacific Coast,1913,2.417.293
Common sole ICES 7bc,1913,0
Cowcod Southern California,1913,2.225.806
Dover sole Pacific Coast,1913,4.108.463
Dredge oyster Foveax Strait,1913,2.46
English sole Pacific Coast,1913,5.194.606
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1913,0
European plaice ICES 7bc,1913,0
King mackerel Southern Atlantic coast,1913,460.047
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1913,2.343.255
New Zealand snapper New Zealand SNA 1 east Northland,1913,2.383.619
Orange roughy New Zealand Challenger Plateau,1913,0
Orange roughy New Zealand Mid East Coast,1913,2.884.211
Orange roughy Northwest Chatham Rise,1913,0
Pacific halibut North Pacific,1913,0
Petrale sole Pacific Coast,1913,3.775.839
Red snapper Gulf of Mexico,1913,1.585.938
Rex sole Pacific Coast,1913,0
Sablefish Pacific Coast,1913,2.340.288
Sablefish Pacific Coast of Canada,1913,0
Sharpchin rockfish Pacific Coast,1913,0
Shortspine thornyhead Pacific Coast,1913,2.503.096
Spanish mackerel Gulf of Mexico,1913,3.714.092
Splitnose rockfish Pacific Coast,1913,3.106.796
Spurdog Northeast Atlantic,1913,1.700.252
West coast rock lobster South Africa Area 7,1913,0
West coast rock lobster South Africa Area 8,1913,0
West coast rock lobster South Africa Areas 1-2,1913,0
West coast rock lobster South Africa Areas 3-4,1913,0
West coast rock lobster South Africa Areas 5-6,1913,0
Yellowtail rockfish Northern Pacific Coast,1913,0
Acadian redfish Gulf of Maine / Georges Bank,1914,2.347.819
American lobster Lobster Fishing Area 34,1914,0
American lobster Lobster Fishing Areas 35-38,1914,0
American lobster Southern Gulf of St. Lawrence,1914,0
Arrowtooth flounder Pacific Coast,1914,3.999.327
Atlantic cod NAFO Subarea 1 (inshore),1914,0
Atlantic halibut Gulf of Maine / Georges Bank,1914,83.878
Black rockfish Oregon Coast,1914,2.491.784
California scorpionfish Southern California,1914,2.499.847
Canary rockfish Pacific Coast,1914,2.499.666
Chilipepper Southern Pacific Coast,1914,2.347.518
China rockfish Central Pacific Coast,1914,2.503.846
China rockfish Northern Pacific Coast,1914,2.5
China rockfish Southern Pacific Coast,1914,2.402.256
Common sole ICES 7bc,1914,0
Cowcod Southern California,1914,2.193.548
Dover sole Pacific Coast,1914,4.108.463
Dredge oyster Foveax Strait,1914,2.45
English sole Pacific Coast,1914,5.133.313
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1914,0
European plaice ICES 7bc,1914,0
King mackerel Southern Atlantic coast,1914,4.588.719
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1914,2.326.926
New Zealand snapper New Zealand SNA 1 east Northland,1914,2.373.119
Orange roughy New Zealand Challenger Plateau,1914,0
Orange roughy New Zealand Mid East Coast,1914,2.887.218
Orange roughy Northwest Chatham Rise,1914,0
Pacific halibut North Pacific,1914,0
Petrale sole Pacific Coast,1914,3.763.891
Red snapper Gulf of Mexico,1914,159.375
Rex sole Pacific Coast,1914,0
Sablefish Pacific Coast,1914,2.340.288
Sablefish Pacific Coast of Canada,1914,0
Sharpchin rockfish Pacific Coast,1914,0
Shortspine thornyhead Pacific Coast,1914,2.503.096
Spanish mackerel Gulf of Mexico,1914,3.685.076
Splitnose rockfish Pacific Coast,1914,3.106.796
Spurdog Northeast Atlantic,1914,1.689.884
West coast rock lobster South Africa Area 7,1914,0
West coast rock lobster South Africa Area 8,1914,0
West coast rock lobster South Africa Areas 1-2,1914,0
West coast rock lobster South Africa Areas 3-4,1914,0
West coast rock lobster South Africa Areas 5-6,1914,0
Yellowtail rockfish Northern Pacific Coast,1914,0
Acadian redfish Gulf of Maine / Georges Bank,1915,2.347.819
American lobster Lobster Fishing Area 34,1915,0
American lobster Lobster Fishing Areas 35-38,1915,0
American lobster Southern Gulf of St. Lawrence,1915,0
Arrowtooth flounder Pacific Coast,1915,3.999.327
Atlantic cod NAFO Subarea 1 (inshore),1915,0
Atlantic halibut Gulf of Maine / Georges Bank,1915,87.755
Black rockfish Oregon Coast,1915,2.491.784
California scorpionfish Southern California,1915,2.499.847
Canary rockfish Pacific Coast,1915,2.499.666
Chilipepper Southern Pacific Coast,1915,2.333.333
China rockfish Central Pacific Coast,1915,2.503.846
China rockfish Northern Pacific Coast,1915,2.5
China rockfish Southern Pacific Coast,1915,2.390.977
Common sole ICES 7bc,1915,0
Cowcod Southern California,1915,2.145.161
Darkblotched rockfish Pacific Coast,1915,2.5
Dover sole Pacific Coast,1915,4.108.463
Dredge oyster Foveax Strait,1915,2.44
English sole Pacific Coast,1915,5.056.696
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1915,0
European plaice ICES 7bc,1915,0
Jackass morwong Eastern half of Southeast Australia,1915,704.194
Kelp greenling Oregon Coast,1915,2.5
King mackerel Southern Atlantic coast,1915,4.571.093
Longnose skate Pacific Coast,1915,2.677.075
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1915,2.318.761
New Zealand snapper New Zealand SNA 1 east Northland,1915,2.366.118
Orange roughy New Zealand Challenger Plateau,1915,0
Orange roughy New Zealand Mid East Coast,1915,2.893.233
Orange roughy Northwest Chatham Rise,1915,0
Pacific halibut North Pacific,1915,0
Petrale sole Pacific Coast,1915,3.763.891
Red snapper Gulf of Mexico,1915,1.601.563
Rex sole Pacific Coast,1915,0
Sablefish Pacific Coast,1915,232.369
Sablefish Pacific Coast of Canada,1915,0
Sharpchin rockfish Pacific Coast,1915,0
Shortspine thornyhead Pacific Coast,1915,2.503.096
Spanish mackerel Gulf of Mexico,1915,3.665.732
Splitnose rockfish Pacific Coast,1915,3.106.796
Spurdog Northeast Atlantic,1915,1.689.884
Tiger flathead Southeast Australia,1915,2.499.978
Tilefish Mid-Atlantic Coast,1915,0
West coast rock lobster South Africa Area 7,1915,0
West coast rock lobster South Africa Area 8,1915,0
West coast rock lobster South Africa Areas 1-2,1915,0
West coast rock lobster South Africa Areas 3-4,1915,0
West coast rock lobster South Africa Areas 5-6,1915,0
Yellowtail rockfish Northern Pacific Coast,1915,0
Acadian redfish Gulf of Maine / Georges Bank,1916,2.347.819
American lobster Lobster Fishing Area 34,1916,0
American lobster Lobster Fishing Areas 35-38,1916,0
American lobster Southern Gulf of St. Lawrence,1916,0
Arrowtooth flounder Pacific Coast,1916,3.999.327
Atlantic cod NAFO Subarea 1 (inshore),1916,0
Atlantic halibut Gulf of Maine / Georges Bank,1916,92.041
Aurora rockfish Pacific Coast,1916,2.504.762
Black rockfish California,1916,2.494.118
Black rockfish Oregon Coast,1916,2.491.784
Blue rockfish California,1916,2.503.008
Brown rockfish Pacific Coast,1916,2.453.035
California scorpionfish Southern California,1916,2.499.847
Canary rockfish Pacific Coast,1916,2.499.666
Chilipepper Southern Pacific Coast,1916,2.319.149
China rockfish Central Pacific Coast,1916,2.503.846
China rockfish Northern Pacific Coast,1916,2.5
China rockfish Southern Pacific Coast,1916,237.594
Common sole ICES 7bc,1916,0
Copper rockfish Pacific Coast,1916,2.492.968
Cowcod Southern California,1916,2.096.774
Darkblotched rockfish Pacific Coast,1916,2.5
Dover sole Pacific Coast,1916,4.108.463
Dredge oyster Foveax Strait,1916,2.44
English sole Pacific Coast,1916,4.949.433
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1916,0
European plaice ICES 7bc,1916,0
Greenspotted rockfish Northern Pacific Coast,1916,4.208.955
Greenspotted rockfish Southern Pacific Coast,1916,4.411.111
Greenstriped rockfish Pacific Coast,1916,3.477.195
Jackass morwong Eastern half of Southeast Australia,1916,702.908
Kelp greenling Oregon Coast,1916,2.493.703
King mackerel Southern Atlantic coast,1916,4.553.467
Longnose skate Pacific Coast,1916,2.677.075
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1916,2.302.432
New Zealand snapper New Zealand SNA 1 east Northland,1916,2.355.618
Orange roughy New Zealand Challenger Plateau,1916,0
Orange roughy New Zealand Mid East Coast,1916,2.911.278
Orange roughy Northwest Chatham Rise,1916,0
Pacific halibut North Pacific,1916,0
Petrale sole Pacific Coast,1916,3.751.942
Red snapper Gulf of Mexico,1916,1.609.375
Rex sole Pacific Coast,1916,0
Sablefish Pacific Coast,1916,2.307.092
Sablefish Pacific Coast of Canada,1916,0
Sharpchin rockfish Pacific Coast,1916,0
Shortspine thornyhead Pacific Coast,1916,2.503.096
Spanish mackerel Gulf of Mexico,1916,3.636.715
Splitnose rockfish Pacific Coast,1916,3.106.796
Spotted spiny dogfish Pacific Coast,1916,212.766
Spurdog Northeast Atlantic,1916,1.689.884
Tiger flathead Southeast Australia,1916,2.478.334
Tilefish Mid-Atlantic Coast,1916,0
West coast rock lobster South Africa Area 7,1916,0
West coast rock lobster South Africa Area 8,1916,0
West coast rock lobster South Africa Areas 1-2,1916,0
West coast rock lobster South Africa Areas 3-4,1916,0
West coast rock lobster South Africa Areas 5-6,1916,0
Widow rockfish Pacific Coast,1916,2.499.768
Yelloweye rockfish Pacific Coast,1916,2.505.473
Yellowtail rockfish Northern Pacific Coast,1916,0
Acadian redfish Gulf of Maine / Georges Bank,1917,2.347.819
American lobster Lobster Fishing Area 34,1917,0
American lobster Lobster Fishing Areas 35-38,1917,0
American lobster Southern Gulf of St. Lawrence,1917,0
Arrowtooth flounder Pacific Coast,1917,3.999.327
Atlantic cod NAFO Subarea 1 (inshore),1917,0
Atlantic halibut Gulf of Maine / Georges Bank,1917,93.469
Aurora rockfish Pacific Coast,1917,2.504.762
Black rockfish California,1917,2.494.118
Black rockfish Oregon Coast,1917,2.491.784
Blue rockfish California,1917,2.503.008
Brown rockfish Pacific Coast,1917,2.446.164
California scorpionfish Southern California,1917,2.494.751
Canary rockfish Pacific Coast,1917,2.496.329
Chilipepper Southern Pacific Coast,1917,2.297.872
China rockfish Central Pacific Coast,1917,2.503.846
China rockfish Northern Pacific Coast,1917,2.5
China rockfish Southern Pacific Coast,1917,2.360.902
Common sole ICES 7bc,1917,0
Copper rockfish Pacific Coast,1917,2.492.968
Cowcod Southern California,1917,2.048.387
Darkblotched rockfish Pacific Coast,1917,2.5
Deep water cape hake South Africa,1917,5.635.359
Dover sole Pacific Coast,1917,4.108.463
Dredge oyster Foveax Strait,1917,2.43
English sole Pacific Coast,1917,470.426
Eulachon Pacific Coast of Canada Fraser River Designatable Unit,1917,0
European plaice ICES 7bc,1917,0
Greenspotted rockfish Northern Pacific Coast,1917,4.201.493
Greenspotted rockfish Southern Pacific Coast,1917,4.372.222
Greenstriped rockfish Pacific Coast,1917,3.477.195
Jackass morwong Eastern half of Southeast Australia,1917,7.0182
Kelp greenling Oregon Coast,1917,2.487.406
King mackerel Southern Atlantic coast,1917,453.584
Longnose skate Pacific Coast,1917,2.677.075
New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf,1917,2.286.102
New Zealand snapper New Zealand SNA 1 east Northland,1917,2.345.117
Orange roughy New Zealand Challenger Plateau,1917,0
Orange roughy New Zealand Mid East Coast,1917,2.917.293
Orange roughy Northwest Chatham Rise,1917,0
Pacific halibut North Pacific,1917,0
Petrale sole Pacific Coast,1917,3.739.993
Red snapper Gulf of Mexico,1917,1.617.188
